"","Id","Code","Name","Class","Standard Concept Caption","RC","DRC","Domain","Vocabulary","Ancestors"
"","3122567","191653000","Unspecified bipolar affective disorder, in full remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122566","191652005","Unspecified bipolar affective disorder, in partial or unspecified remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122565","191651003","Unspecified bipolar affective disorder, severe, with psychosis","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122564","191650002","Unspecified bipolar affective disorder, severe, without mention of psychosis","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122563","191649002","Unspecified bipolar affective disorder, moderate","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122562","191648005","Unspecified bipolar affective disorder, mild","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122561","191647000","Unspecified bipolar affective disorder, unspecified","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122560","191646009","Unspecified bipolar affective disorder","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122559","191644007","Mixed bipolar affective disorder, NOS","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122558","191642006","Mixed bipolar affective disorder, in partial or unspecified remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122556","191640003","Mixed bipolar affective disorder, severe, without mention of psychosis","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122555","191637003","Mixed bipolar affective disorder, unspecified","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122554","191635006","Bipolar affective disorder, currently depressed, NOS","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122553","191633004","Bipolar affective disorder, currently depressed, in partial or unspecified remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122552","191632009","Bipolar affective disorder, currently depressed, severe, with psychosis","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122551","191631002","Bipolar affective disorder, currently depressed, severe, without mention of psychosis","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122550","191628003","Bipolar affective disorder, currently depressed, unspecified","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122549","191626004","Bipolar affective disorder, currently manic, NOS","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122548","191624001","Bipolar affective disorder, currently manic, in partial or unspecified remission","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122547","191622002","Bipolar affective disorder, currently manic, severe, without mention of psychosis","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3122546","191619004","Bipolar affective disorder, currently manic, unspecified","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3105256","154874009","Other manic-depressive psychos","Clinical Finding","Non-Standard","0","0","Condition","Nebraska Lexicon","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1568216","F31.8","Other bipolar disorders","4-char nonbill code","Non-Standard","0","0","Condition","ICD10CM","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1568215","F31.7","Bipolar disorder, currently in remission","4-char nonbill code","Non-Standard","0","0","Condition","ICD10CM","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1568214","F31.6","Bipolar disorder, current episode mixed","4-char nonbill code","Non-Standard","0","0","Condition","ICD10CM","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1568213","F31.3","Bipolar disorder, current episode depressed, mild or moderate severity","4-char nonbill code","Non-Standard","0","0","Condition","ICD10CM","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1568212","F31.1","Bipolar disorder, current episode manic without psychotic features","4-char nonbill code","Non-Standard","0","0","Condition","ICD10CM","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1568211","F31","Bipolar disorder","3-char nonbill code","Non-Standard","0","0","Condition","ICD10CM","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410645","F31.900","Bipolar affective disorder, unspecified","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410644","F31.9","Bipolar affective disorder, unspecified","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410643","F31.803","Atypical Bipolar Disorder (machine translation)","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410642","F31.802","Bipolar disorder, rapid cycling (machine translation)","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410641","F31.801","Chronic mania (machine translation)","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410640","F31.800","Other bipolar affective disorders","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410639","F31.8","Other bipolar affective disorders","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410638","F31.700","Bipolar affective disorder, currently in remission","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410636","F31.7","Bipolar affective disorder, currently in remission","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410635","F31.600","Bipolar affective disorder, current episode mixed","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410634","F31.6","Bipolar affective disorder, current episode mixed","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410633","F31.500","Bipolar affective disorder, current episode severe depression with psychotic symptoms","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410632","F31.5","Bipolar affective disorder, current episode severe depression with psychotic symptoms","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410631","F31.400","Bipolar affective disorder, current episode severe depression without psychotic symptoms","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410630","F31.4","Bipolar affective disorder, current episode severe depression without psychotic symptoms","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410629","F31.301","Bipolar disorder, currently moderate depressive episode (machine translation)","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410628","F31.300","Bipolar affective disorder, current episode mild or moderate depression","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410627","F31.3","Bipolar affective disorder, current episode mild or moderate depression","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410626","F31.200","Bipolar affective disorder, current episode manic with psychotic symptoms","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410625","F31.2","Bipolar affective disorder, current episode manic with psychotic symptoms","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410624","F31.100","Bipolar affective disorder, current episode manic without psychotic symptoms","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410623","F31.1","Bipolar affective disorder, current episode manic without psychotic symptoms","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410622","F31.000","Bipolar affective disorder, current episode hypomanic","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410621","F31.0","Bipolar affective disorder, current episode hypomanic","ICD10 code","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1410620","F31","Bipolar affective disorder","ICD10 Hierarchy","Non-Standard","0","0","Condition","ICD10CN","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","443906","16506000","Mixed bipolar I disorder","Clinical Finding","Standard","0","3,397","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","443797","162004","Severe manic bipolar I disorder without psychotic features","Clinical Finding","Standard","1,654","1,654","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","442600","63249007","Manic bipolar I disorder in partial remission","Clinical Finding","Standard","1,389","1,389","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","442570","61403008","Severe depressed bipolar I disorder without psychotic features","Clinical Finding","Standard","2,599","2,599","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","441836","49468007","Depressed bipolar I disorder","Clinical Finding","Standard","3,212","7,939","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","441834","191620005","Bipolar affective disorder, currently manic, mild","Clinical Finding","Standard","1,313","1,313","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","440079","43769008","Mild mixed bipolar I disorder","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","440078","191618007","Bipolar affective disorder, current episode manic","Clinical Finding","Standard","2,646","9,229","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","440067","28884001","Moderate bipolar I disorder, single manic episode","Clinical Finding","Standard","1,220","1,220","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","439785","40926005","Moderate mixed bipolar I disorder","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","439257","191622002","Bipolar affective disorder, currently manic, severe, without mention of psychosis","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","439256","191623007","Bipolar affective disorder, currently manic, severe, with psychosis","Clinical Finding","Standard","2,482","2,482","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","439255","191625000","Bipolar affective disorder, currently manic, in full remission","Clinical Finding","Standard","1,276","1,276","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","439254","191627008","Bipolar affective disorder, current episode depression","Clinical Finding","Standard","0","4,998","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","439253","191629006","Bipolar affective disorder, currently depressed, mild","Clinical Finding","Standard","1,376","1,376","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","439251","191634005","Bipolar affective disorder, currently depressed, in full remission","Clinical Finding","Standard","1,337","1,337","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","439250","191636007","Mixed bipolar affective disorder","Clinical Finding","Standard","0","12,756","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","439249","191638008","Mixed bipolar affective disorder, mild","Clinical Finding","Standard","1,280","1,280","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","439248","191639000","Mixed bipolar affective disorder, moderate","Clinical Finding","Standard","2,015","2,015","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","439247","191640003","Mixed bipolar affective disorder, severe, without mention of psychosis","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","439246","191641004","Mixed bipolar affective disorder, severe, with psychosis","Clinical Finding","Standard","2,267","2,267","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","439245","191643001","Mixed bipolar affective disorder, in full remission","Clinical Finding","Standard","1,264","1,264","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","439244","191631002","Bipolar affective disorder, currently depressed, severe, without mention of psychosis","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","439243","191632009","Bipolar affective disorder, currently depressed, severe, with psychosis","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","439001","10981006","Severe mixed bipolar I disorder with psychotic features","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","438129","78640000","Severe manic bipolar I disorder with psychotic features, mood-congruent","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","437529","36583000","Mixed bipolar I disorder in partial remission","Clinical Finding","Standard","1,360","1,360","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","437528","191630001","Bipolar affective disorder, currently depressed, moderate","Clinical Finding","Standard","2,285","2,285","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","437250","74686005","Mild depressed bipolar I disorder","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","436665","13746004","Bipolar disorder","Clinical Finding","Standard","13,565","64,659","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","436386","59617007","Severe depressed bipolar I disorder with psychotic features","Clinical Finding","Standard","2,128","2,128","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","436086","30935000","Manic bipolar I disorder in full remission","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","436072","5703000","Bipolar disorder in partial remission","Clinical Finding","Standard","0","4,173","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","435226","192362008","Bipolar affective disorder, current episode mixed","Clinical Finding","Standard","2,533","8,095","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","435225","22121000","Depressed bipolar I disorder in full remission","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","433992","191621009","Bipolar affective disorder, currently manic, moderate","Clinical Finding","Standard","1,512","1,512","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","433743","35481005","Mixed bipolar I disorder in remission","Clinical Finding","Standard","0","1,360","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","432876","371596008","Bipolar I disorder","Clinical Finding","Standard","4,373","23,515","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","432866","9340000","Bipolar I disorder, single manic episode","Clinical Finding","Standard","1,158","3,543","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","432290","41552001","Mild bipolar I disorder, single manic episode","Clinical Finding","Standard","1,208","1,208","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","372599","46229002","Severe mixed bipolar I disorder without psychotic features","Clinical Finding","Standard","2,037","2,037","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
