"","CONCEPT_ID","CONCEPT_NAME","STANDARD_CONCEPT","STANDARD_CONCEPT_CAPTION","INVALID_REASON","INVALID_REASON_CAPTION","CONCEPT_CODE","DOMAIN_ID","VOCABULARY_ID","CONCEPT_CLASS_ID"
"657",45473438,"[X]Depressive disorder NOS","N","Non-Standard","V","Valid","Eu32z12","Condition","Read","Read"
"658",45473439,"[X]Recurrent episodes of psychogenic depression","N","Non-Standard","V","Valid","Eu33.12","Condition","Read","Read"
"659",45473440,"[X]Major depression, recurrent without psychotic symptoms","N","Non-Standard","V","Valid","Eu33212","Condition","Read","Read"
"660",45476793,"Neurotic depression reactive type","N","Non-Standard","V","Valid","E204.00","Condition","Read","Read"
"661",45480095,"Single major depressive episode, mild","N","Non-Standard","V","Valid","E112100","Condition","Read","Read"
"662",45480124,"[X]Post-schizophrenic depression","N","Non-Standard","V","Valid","Eu20400","Condition","Read","Read"
"663",45480128,"[X]Recurrent depressive disorder, current episode moderate","N","Non-Standard","V","Valid","Eu33100","Condition","Read","Read"
"664",45483383,"Bipolar affective disorder, currently depressed, severe, with psychosis","N","Non-Standard","V","Valid","E115400","Condition","Read","Read"
"665",45486781,"[X]Major depression, moderately severe","N","Non-Standard","V","Valid","Eu32600","Condition","Read","Read"
"666",45486782,"[X]Seasonal depressive disorder","N","Non-Standard","V","Valid","Eu33.14","Condition","Read","Read"
"667",45486783,"[X]Recurrent depressive disorder, current episode severe with psychotic symptoms","N","Non-Standard","V","Valid","Eu33300","Condition","Read","Read"
"668",45490034,"Endogenous depression - recurrent","N","Non-Standard","V","Valid","E113.11","Condition","Read","Read"
"669",45490068,"[X]Single episode agitated depression without psychotic symptoms","N","Non-Standard","V","Valid","Eu32211","Condition","Read","Read"
"670",45490069,"[X]Recurrent episodes of reactive depression","N","Non-Standard","V","Valid","Eu33.13","Condition","Read","Read"
"671",45490072,"[X]Mixed anxiety and depressive disorder","N","Non-Standard","V","Valid","Eu41200","Condition","Read","Read"
"672",45493313,"Bipolar affective disorder, currently depressed, moderate","N","Non-Standard","V","Valid","E115200","Condition","Read","Read"
"673",45493337,"Depressive disorder NEC","N","Non-Standard","V","Valid","E2B..00","Condition","Read","Read"
"674",45493354,"[X]Major depression, mild","N","Non-Standard","V","Valid","Eu32500","Condition","Read","Read"
"675",45496598,"Endogenous depression","N","Non-Standard","V","Valid","E112.14","Condition","Read","Read"
"676",45496599,"Recurrent major depressive episodes, in full remission","N","Non-Standard","V","Valid","E113600","Condition","Read","Read"
"677",45496601,"Agitated depression","N","Non-Standard","V","Valid","E135.00","Condition","Read","Read"
"678",45496621,"Chronic depression","N","Non-Standard","V","Valid","E2B1.00","Condition","Read","Read"
"679",45496638,"[X]Single episode of psychogenic depressive psychosis","N","Non-Standard","V","Valid","Eu32312","Condition","Read","Read"
"680",45499963,"[X]Bipolar affective disorder, current episode severe depression with psychotic symptoms","N","Non-Standard","V","Valid","Eu31500","Condition","Read","Read"
"681",45503243,"Depressive psychoses","N","Non-Standard","V","Valid","E11..12","Condition","Read","Read"
"682",45503245,"Recurrent major depressive episodes, in partial or unspecified remission","N","Non-Standard","V","Valid","E113500","Condition","Read","Read"
"683",45503283,"[X]Single episode of depressive reaction","N","Non-Standard","V","Valid","Eu32.11","Condition","Read","Read"
"684",45503284,"[X]Single episode of reactive depressive psychosis","N","Non-Standard","V","Valid","Eu32314","Condition","Read","Read"
"685",45503285,"[X]Major depression, severe with psychotic symptoms","N","Non-Standard","V","Valid","Eu32800","Condition","Read","Read"
"686",45503286,"[X]Recurrent episodes of depressive reaction","N","Non-Standard","V","Valid","Eu33.11","Condition","Read","Read"
"687",45506529,"Masked depression","N","Non-Standard","V","Valid","E11z200","Condition","Read","Read"
"688",45506562,"[X]Vital depression, recurrent without psychotic symptoms","N","Non-Standard","V","Valid","Eu33214","Condition","Read","Read"
"689",45506563,"[X]Recurrent severe episodes of psychogenic depressive psychosis","N","Non-Standard","V","Valid","Eu33314","Condition","Read","Read"
"690",45506564,"[X]Depressive neurosis","N","Non-Standard","V","Valid","Eu34111","Condition","Read","Read"
"691",45506571,"[X]Postpartum depression NOS","N","Non-Standard","V","Valid","Eu53012","Condition","Read","Read"
"692",45509875,"Recurrent major depressive episodes, unspecified","N","Non-Standard","V","Valid","E113000","Condition","Read","Read"
"693",45509919,"[X]Recurrent depressive disorder, current episode severe without psychotic symptoms","N","Non-Standard","V","Valid","Eu33200","Condition","Read","Read"
"694",45509922,"[X]Other mixed anxiety disorders","N","Non-Standard","V","Valid","Eu41300","Condition","Read","Read"
"695",45512088,"Puerperal depression","N","Non-Standard","V","Valid","62T1.00","Condition","Read","Read"
"696",45513272,"Single major depressive episode, in partial or unspecified remission","N","Non-Standard","V","Valid","E112500","Condition","Read","Read"
"697",45513274,"Seasonal affective disorder","N","Non-Standard","V","Valid","E118.00","Condition","Read","Read"
"698",45513305,"[X]Recurrent major depressive episodes, severe, with psychosis, psychosis in remission","N","Non-Standard","V","Valid","Eu32A00","Condition","Read","Read"
"699",45513306,"[X]Single episode of masked depression NOS","N","Non-Standard","V","Valid","Eu32y12","Condition","Read","Read"
"700",45513309,"[X]Mild anxiety depression","N","Non-Standard","V","Valid","Eu41211","Condition","Read","Read"
"701",45513323,"[X]Depressive conduct disorder","N","Non-Standard","V","Valid","Eu92000","Condition","Read","Read"
"702",45516680,"Single major depressive episode NOS","N","Non-Standard","V","Valid","E112z00","Condition","Read","Read"
"703",45516714,"[X]Single episode of psychogenic depression","N","Non-Standard","V","Valid","Eu32.12","Condition","Read","Read"
"704",45518409,"O/E - depressed","N","Non-Standard","V","Valid","2257.00","Condition","Read","Read"
"705",45520584,"[D]Postoperative depression","N","Non-Standard","V","Valid","R007z13","Condition","Read","Read"
"706",45523216,"Single major depressive episode, moderate","N","Non-Standard","V","Valid","E112200","Condition","Read","Read"
"707",45523217,"Manic-depressive - now depressed","N","Non-Standard","V","Valid","E115.11","Condition","Read","Read"
"708",45523245,"[X]Other depressive episodes","N","Non-Standard","V","Valid","Eu32y00","Condition","Read","Read"
"709",45524869,"DEPRESSION","N","Non-Standard","V","Valid","3004A","Condition","OXMIS","OXMIS"
"710",45525920,"ENDOGENOUS DEPRESSION","N","Non-Standard","V","Valid","2962EN","Condition","OXMIS","OXMIS"
"711",45526924,"ANXIETY DEPRESSION","N","Non-Standard","V","Valid","3000E","Condition","OXMIS","OXMIS"
"712",45527882,"DEPRESSION CHRONIC","N","Non-Standard","V","Valid","2962A","Condition","OXMIS","OXMIS"
"713",45527887,"PUERPERAL DEPRESSION","N","Non-Standard","V","Valid","3004C","Condition","OXMIS","OXMIS"
"714",45527889,"NEUROSIS NEURASTHENIC","N","Non-Standard","V","Valid","3005","Condition","OXMIS","OXMIS"
"715",45529868,"DEPRESSION AGITATED","N","Non-Standard","V","Valid","2960AD","Condition","OXMIS","OXMIS"
"716",45529869,"RECURRENT DEPRESSION","N","Non-Standard","V","Valid","2962R","Condition","OXMIS","OXMIS"
"717",45529875,"NEUROSIS DEPRESSIVE","N","Non-Standard","V","Valid","3004","Condition","OXMIS","OXMIS"
"718",45529876,"POSTOPERATIVE DEPRESSION","N","Non-Standard","V","Valid","3004PP","Condition","OXMIS","OXMIS"
"719",45529877,"NERVOUS BREAKDOWN","N","Non-Standard","V","Valid","3009BD","Condition","OXMIS","OXMIS"
"720",45529891,"DEPRESSION POSTVIRAL","N","Non-Standard","V","Valid","3091PL","Condition","OXMIS","OXMIS"
"721",45530358,"POSTVIRAL DEPRESSION","N","Non-Standard","V","Valid","7902DC","Condition","OXMIS","OXMIS"
"722",45533100,"Recurrent depressive disorder, currently in remission","N","Non-Standard","V","Valid","F33.4","Condition","ICD10","ICD10 code"
"723",45538062,"Bipolar disorder, current episode depressed, moderate","N","Non-Standard","V","Valid","F31.32","Condition","ICD10CM","5-char billing code"
"724",45538065,"Recurrent depressive disorder, current episode mild","N","Non-Standard","V","Valid","F33.0","Condition","ICD10","ICD10 code"
"725",45547704,"Major depressive disorder, single episode, in full remission","N","Non-Standard","V","Valid","F32.5","Condition","ICD10CM","4-char billing code"
"726",45547705,"Recurrent depressive disorder, current episode severe without psychotic symptoms","N","Non-Standard","V","Valid","F33.2","Condition","ICD10","ICD10 code"
"727",45547706,"Major depressive disorder, recurrent, in remission, unspecified","N","Non-Standard","V","Valid","F33.40","Condition","ICD10CM","5-char billing code"
"728",45552476,"Schizoaffective disorder, depressive type","N","Non-Standard","V","Valid","F25.1","Condition","ICD10","ICD10 code"
"729",45552478,"Moderate depressive episode","N","Non-Standard","V","Valid","F32.1","Condition","ICD10","ICD10 code"
"730",45552479,"Major depressive disorder, recurrent, in partial remission","N","Non-Standard","V","Valid","F33.41","Condition","ICD10CM","5-char billing code"
"731",45557202,"Severe depressive episode without psychotic symptoms","N","Non-Standard","V","Valid","F32.2","Condition","ICD10","ICD10 code"
"732",45562041,"Mild depressive episode","N","Non-Standard","V","Valid","F32.0","Condition","ICD10","ICD10 code"
"733",45562042,"Recurrent depressive disorder, current episode severe with psychotic symptoms","N","Non-Standard","V","Valid","F33.3","Condition","ICD10","ICD10 code"
"734",45566833,"Post-schizophrenic depression","N","Non-Standard","V","Valid","F20.4","Condition","ICD10","ICD10 code"
"735",45566839,"Bipolar disorder, current episode depressed, mild","N","Non-Standard","V","Valid","F31.31","Condition","ICD10CM","5-char billing code"
"736",45566845,"Mixed anxiety and depressive disorder","N","Non-Standard","V","Valid","F41.2","Condition","ICD10","ICD10 code"
"737",45571755,"Bipolar affective disorder, current episode mild or moderate depression","N","Non-Standard","V","Valid","F31.3","Condition","ICD10","ICD10 code"
"738",45571756,"Bipolar disorder, current episode depressed, mild or moderate severity, unspecified","N","Non-Standard","V","Valid","F31.30","Condition","ICD10CM","5-char billing code"
"739",45571759,"Other depressive episodes","N","Non-Standard","V","Valid","F32.8","Condition","ICD10","ICD10 code"
"740",45571760,"Depressive episode, unspecified","N","Non-Standard","V","Valid","F32.9","Condition","ICD10","ICD10 code"
"741",45571761,"Major depressive disorder, recurrent, in full remission","N","Non-Standard","V","Valid","F33.42","Condition","ICD10CM","5-char billing code"
"742",45576541,"Major depressive disorder, single episode, in partial remission","N","Non-Standard","V","Valid","F32.4","Condition","ICD10CM","4-char billing code"
"743",45576542,"Recurrent depressive disorder","N","Non-Standard","V","Valid","F33","Condition","ICD10","ICD10 Hierarchy"
"744",45576543,"Recurrent depressive disorder, current episode moderate","N","Non-Standard","V","Valid","F33.1","Condition","ICD10","ICD10 code"
"745",45581456,"Bipolar affective disorder, current episode severe depression without psychotic symptoms","N","Non-Standard","V","Valid","F31.4","Condition","ICD10","ICD10 code"
"746",45581458,"Recurrent depressive disorder, unspecified","N","Non-Standard","V","Valid","F33.9","Condition","ICD10","ICD10 code"
"747",45581477,"Depressive conduct disorder","N","Non-Standard","V","Valid","F92.0","Condition","ICD10","ICD10 code"
"748",45586236,"Bipolar affective disorder, current episode severe depression with psychotic symptoms","N","Non-Standard","V","Valid","F31.5","Condition","ICD10","ICD10 code"
"749",45586238,"Dysthymia","N","Non-Standard","V","Valid","F34.1","Condition","ICD10","ICD10 code"
"750",45595904,"Depressive episode","N","Non-Standard","V","Valid","F32","Condition","ICD10","ICD10 Hierarchy"
"751",45600739,"Severe depressive episode with psychotic symptoms","N","Non-Standard","V","Valid","F32.3","Condition","ICD10","ICD10 code"
"752",45600740,"Other recurrent depressive disorders","N","Non-Standard","V","Valid","F33.8","Condition","ICD10","ICD10 code"
"753",45612226,"Seasonal Affective Disorder","N","Non-Standard","V","Valid","D016574","Condition","MeSH","Main Heading"
"754",45612290,"Depression, Postpartum","N","Non-Standard","V","Valid","D019052","Condition","MeSH","Main Heading"
"755",45614157,"Depression","N","Non-Standard","D","Invalid","D003863","Drug","MeSH","Drug"
"756",45614158,"Depressive Disorder, Major","N","Non-Standard","V","Valid","D003865","Condition","MeSH","Main Heading"
"757",45615605,"Neurasthenia","N","Non-Standard","D","Invalid","D009440","Condition","MeSH","Main Heading"
"758",45617140,"Dysthymic Disorder","N","Non-Standard","V","Valid","D019263","Condition","MeSH","Main Heading"
"759",45617789,"Depressive Disorder","N","Non-Standard","V","Valid","D003866","Condition","MeSH","Main Heading"
"760",45757195,"Major depressive disorder in mother complicating childbirth","S","Standard","V","Valid","10811121000119102","Condition","SNOMED","Clinical Finding"
"761",45757196,"Major depressive disorder in mother complicating pregnancy","S","Standard","V","Valid","10811161000119107","Condition","SNOMED","Clinical Finding"
"762",45757213,"Depressive disorder in mother complicating childbirth","S","Standard","V","Valid","10835871000119104","Condition","SNOMED","Clinical Finding"
"763",46256127,"Premenstrual Dysphoric Disorder","N","Non-Standard","V","Valid","D065446","Condition","MeSH","Main Heading"
